root_id,primary_type,class,nt_type,group
720575940610833250,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610846818,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610849742,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610862506,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610885330,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610906521,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610907490,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610942066,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940610944022,KCg-m,Kenyon_Cell,ACH,ICL.MB_PED
720575940610945558,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610946070,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940610951577,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940610960994,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611001061,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611013785,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611035365,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611052517,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611111061,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940611111317,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611111829,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611113109,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940611129571,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611208817,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611210865,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940611229297,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611284174,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611286990,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611343218,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611350234,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611370610,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611394019,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611400050,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611450134,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611454833,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611471090,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611489010,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611532949,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940611569301,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_VL
720575940611579541,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611611285,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611611378,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611612387,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611615986,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611652374,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611655288,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940611661541,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611685273,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611686809,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611694565,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611696042,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611697066,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611702165,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611728563,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611733997,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611748594,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940611760021,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611771029,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940611855729,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611902577,KCg-m,Kenyon_Cell,ACH,MB_CA.CRE
720575940611936474,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_PED
720575940611943976,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611946482,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611954801,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940611983322,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612008818,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612009903,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612072685,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
720575940612099053,KCg-m,Kenyon_Cell,ACH,MB_CA.MB_ML
